date,serial_number,model,capacity_bytes,failure,smart_9_normalized,smart_10_normalized,smart_193_normalized,smart_222_normalized
2019-09-05,17OYTGKCT,TOSHIBA MQ01ABF050,500107862016,1,62.0,100.0,100.0,62.0
2019-09-06,17OYTGKCT,TOSHIBA MQ01ABF050,500107862016,1,62.0,100.0,100.0,62.0
2019-09-07,17OYTGKCT,TOSHIBA MQ01ABF050,500107862016,1,62.0,100.0,100.0,62.0
2019-09-08,17OYTGKCT,TOSHIBA MQ01ABF050,500107862016,1,62.0,100.0,100.0,62.0
2019-09-09,17OYTGKCT,TOSHIBA MQ01ABF050,500107862016,1,62.0,100.0,100.0,62.0
2019-12-22,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGKDT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-22,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKET,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKFT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKGT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-22,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKIT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGKJT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-22,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKLT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKNT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-11-27,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-11-28,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-11-29,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-11-30,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-12-01,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-12-02,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-12-03,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-12-04,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-12-05,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-12-06,17OYTGKOT,TOSHIBA MQ01ABF050,500107862016,1,57.0,100.0,100.0,57.0
2019-12-22,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGKPT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-22,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKQT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGKST,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-22,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-29,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKTT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGKUT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-22,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-29,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKVT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-22,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGKWT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-22,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-23,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-24,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-25,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-26,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-27,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-28,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,100.0,56.0
2019-12-29,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,56.0
2019-12-30,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-12-31,17OYTGKXT,TOSHIBA MQ01ABF050,500107862016,0,55.0,100.0,100.0,55.0
2019-04-02,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-03,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-04,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-05,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-06,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-07,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-08,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-09,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-10,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,72.0,100.0,96.0,72.0
2019-04-11,17OYTGKYT,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,72.0
2019-12-22,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,58.0,100.0,100.0,58.0
2019-12-23,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,58.0,100.0,100.0,58.0
2019-12-24,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,58.0,100.0,100.0,58.0
2019-12-25,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,58.0,100.0,100.0,58.0
2019-12-26,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,58.0,100.0,100.0,58.0
2019-12-27,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,58.0,100.0,100.0,58.0
2019-12-28,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,58.0,100.0,100.0,58.0
2019-12-29,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,57.0,100.0,100.0,57.0
2019-12-30,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,57.0,100.0,100.0,57.0
2019-12-31,17OYTGKZT,TOSHIBA MQ01ABF050,500107862016,0,57.0,100.0,100.0,57.0
2019-12-22,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-23,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-24,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-25,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-26,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-27,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-28,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-29,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-30,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-12-31,17OYTGL1T,TOSHIBA MQ01ABF050,500107862016,0,56.0,100.0,96.0,56.0
2019-04-16,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-17,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-18,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-19,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-20,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-21,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-22,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-23,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-24,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-04-25,17OYTGL2T,TOSHIBA MQ01ABF050,500107862016,1,71.0,100.0,96.0,71.0
2019-11-11,17OYTGL3T,TOSHIBA MQ01ABF050,500107862016,1,58.0,100.0,100.0,58.0
2019-11-12,17OYTGL3T,TOSHIBA MQ01ABF050,500107862016,1,58.0,100.0,100.0,58.0
