date,serial_number,model,capacity_bytes,failure,smart_1_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_12_raw,smart_184_raw,smart_187_raw,smart_188_raw,smart_190_raw,smart_191_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_195_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,smart_241_raw,smart_242_raw
2019-12-31,ZA13CNEB,ST8000NM0055,8001563222016,0,161754144.0,6.0,0.0,1628754878.0,22262.0,6.0,0.0,0.0,0.0,32.0,32079.0,1.0,32858.0,32.0,161754144.0,0.0,0.0,0.0,22218.0,58250069216.0,152518337740.0
2019-12-31,ZA13CNWR,ST8000NM0055,8001563222016,0,208702936.0,7.0,0.0,1579886481.0,22272.0,7.0,0.0,0.0,0.0,25.0,12610.0,0.0,33180.0,25.0,208702936.0,0.0,0.0,0.0,22231.0,58713736992.0,154060328598.0
2019-12-31,ZA13CQKE,ST8000NM0055,8001563222016,0,150498928.0,8.0,0.0,1448160620.0,22601.0,8.0,0.0,0.0,0.0,35.0,9643.0,5.0,30147.0,35.0,150498928.0,0.0,0.0,0.0,22588.0,59300625720.0,158579423538.0
2019-12-31,ZA13CRE4,ST8000NM0055,8001563222016,0,143894672.0,4.0,0.0,1474455500.0,22606.0,4.0,0.0,0.0,0.0,23.0,252298.0,0.0,32799.0,23.0,143894672.0,0.0,0.0,0.0,22593.0,58907542664.0,185878737870.0
2019-12-31,ZA13D34M,ST8000NM0055,8001563222016,0,208189336.0,4.0,0.0,1332896463.0,22602.0,4.0,0.0,0.0,0.0,39.0,7726.0,1.0,28372.0,39.0,208189336.0,0.0,0.0,0.0,22584.0,58901091752.0,168573535304.0
2019-12-31,ZA13DBKY,ST8000NM0055,8001563222016,0,215581448.0,17.0,0.0,1962284548.0,24362.0,17.0,0.0,0.0,0.0,28.0,10825.0,14.0,30127.0,28.0,215581448.0,0.0,0.0,0.0,24265.0,61113126344.0,183958797520.0
2019-12-31,ZA13DBYH,ST8000NM0055,8001563222016,0,223080912.0,6.0,0.0,1602532745.0,22275.0,6.0,0.0,0.0,0.0,28.0,40639.0,0.0,30500.0,28.0,223080912.0,0.0,0.0,0.0,22233.0,58035892160.0,153965670780.0
2019-12-31,ZA13DGWM,ST8000NM0055,8001563222016,0,89114904.0,3.0,0.0,1532031559.0,22607.0,3.0,0.0,0.0,0.0,26.0,6170.0,0.0,30659.0,26.0,89114904.0,0.0,0.0,0.0,22589.0,59278418576.0,188922514302.0
2019-12-31,ZA13DJ4C,ST8000NM0055,8001563222016,0,83229768.0,6.0,0.0,1472834893.0,22597.0,6.0,0.0,0.0,0.0,29.0,12261.0,0.0,29232.0,29.0,83229768.0,0.0,0.0,0.0,22582.0,60292109992.0,162963451912.0
2019-12-31,ZA13DKRV,ST8000NM0055,8001563222016,0,1293992.0,6.0,0.0,1524354558.0,22602.0,6.0,0.0,0.0,0.0,34.0,8034.0,0.0,33920.0,34.0,1293992.0,0.0,0.0,0.0,22585.0,60068747016.0,163060379503.0
2019-12-31,ZA13DNTC,ST8000NM0055,8001563222016,0,94709688.0,5.0,0.0,1481943950.0,22600.0,4.0,0.0,0.0,0.0,33.0,16061.0,0.0,32347.0,33.0,94709688.0,0.0,0.0,0.0,22587.0,59536536032.0,154947399128.0
2019-12-31,ZA13DQKC,ST8000NM0055,8001563222016,0,219178824.0,3.0,0.0,1917985737.0,22600.0,3.0,0.0,0.0,0.0,34.0,5243.0,1.0,27227.0,34.0,219178824.0,0.0,0.0,0.0,22583.0,58446130416.0,162253678542.0
2019-12-31,ZA13DYBP,ST8000NM0055,8001563222016,0,185504040.0,6.0,0.0,1446619182.0,22602.0,6.0,0.0,0.0,0.0,33.0,8593.0,0.0,30641.0,33.0,185504040.0,0.0,0.0,0.0,22585.0,59412614048.0,160954061944.0
2019-12-31,ZA13DYEF,ST8000NM0055,8001563222016,0,154921296.0,5.0,0.0,1730163178.0,22603.0,5.0,0.0,0.0,0.0,32.0,6781.0,1.0,27766.0,32.0,154921296.0,0.0,0.0,0.0,22591.0,60053789512.0,185396912533.0
2019-12-31,ZA13E4TF,ST8000NM0055,8001563222016,0,208348560.0,16.0,0.0,1745340989.0,24350.0,16.0,0.0,0.0,0.0,31.0,44625.0,8.0,28699.0,31.0,208348560.0,0.0,0.0,0.0,24325.0,61260789840.0,197557264284.0
2019-12-31,ZA13E4ZJ,ST8000NM0055,8001563222016,0,0.0,17.0,0.0,1853466395.0,24351.0,17.0,0.0,0.0,0.0,30.0,24663.0,4.0,31054.0,30.0,0.0,0.0,0.0,0.0,24329.0,61462229592.0,181293123735.0
2019-12-31,ZA13E6JT,ST8000NM0055,8001563222016,0,177693792.0,4.0,0.0,2185761541.0,24352.0,4.0,0.0,0.0,0.0,43.0,27515.0,10.0,24403.0,43.0,177693792.0,0.0,0.0,0.0,24329.0,60465037264.0,182088494748.0
